couple_id,person1_age,person2_age,age_difference,relationship_years_before_marriage,education_level,person1_monthly_income,person2_monthly_income,financial_stability_score,communication_score,conflict_frequency_per_month,family_support_score,children_count,compatibility_score,marriage_type,marriage_duration_years
383,37,24,13,1,2,119012,36832,4,9,7,10,1,9,1,23.6
384,39,32,7,7,4,45289,33864,3,9,12,9,2,3,1,16.6
385,32,31,1,8,3,115444,66046,7,6,7,10,4,4,1,26.7
386,29,32,3,7,4,122094,12025,1,5,0,9,1,5,0,16.3
387,30,28,2,3,3,23688,113125,5,9,4,2,0,8,1,25.1
388,39,28,11,3,3,96722,24046,10,7,6,2,2,8,0,25.2
389,36,39,3,1,5,96746,16898,10,7,2,1,2,6,1,21.0
390,28,40,12,0,4,32189,51948,9,1,10,9,4,3,1,19.2
391,37,28,9,2,1,120991,70407,10,10,2,4,3,5,1,27.3
392,36,39,3,0,5,122645,46413,2,7,13,3,1,8,0,21.1
393,36,33,3,3,5,82551,43760,2,5,13,6,4,2,0,14.7
394,32,27,5,5,3,24345,112883,5,3,11,10,3,10,0,20.8
395,35,22,13,3,2,115994,32446,2,2,1,4,4,3,1,18.4
396,24,30,6,7,4,23963,55499,4,9,6,4,4,9,1,26.1
397,38,36,2,2,1,116725,88415,9,1,8,3,0,5,0,18.7
398,22,35,13,0,1,119880,98556,5,6,3,1,2,7,0,14.6
399,33,37,4,1,3,145051,125609,10,9,2,3,1,9,1,25.6
400,22,28,6,8,3,105443,76216,7,3,0,6,2,6,1,22.3
401,28,37,9,4,1,85549,127169,7,1,8,4,1,6,1,17.1
402,33,37,4,3,4,81009,87090,3,7,9,10,2,8,0,23.1
403,27,25,2,8,2,54204,52501,9,3,13,3,4,3,1,21.4
404,24,26,2,5,2,25728,112327,6,7,13,5,3,5,0,21.2
405,27,24,3,2,2,24867,111935,10,10,8,10,4,10,0,28.6
406,21,32,11,1,4,53150,77840,10,8,11,3,3,8,1,22.0
407,25,26,1,3,2,26448,65554,1,5,13,4,1,4,0,15.9
408,35,40,5,7,3,137942,128337,4,7,12,1,4,7,1,28.4
409,33,40,7,8,5,28095,80242,2,8,14,1,1,9,1,22.3
410,33,37,4,0,2,94330,69613,7,5,9,8,1,7,1,21.9
411,40,22,18,8,2,139524,120775,8,2,3,3,4,9,0,20.8
412,21,26,5,7,5,70935,127677,8,2,8,6,1,2,0,19.4
413,24,35,11,5,1,118686,107272,9,10,5,7,4,7,0,28.0
414,39,25,14,2,2,64888,112814,1,7,9,5,3,5,0,10.5
415,24,25,1,3,1,84351,13600,8,8,15,9,0,10,1,24.9
416,36,35,1,6,4,38815,90802,10,1,7,9,2,10,0,30.4
417,22,26,4,2,1,109493,16813,3,1,9,6,0,1,0,8.6
418,30,40,10,8,2,137364,110216,10,6,1,2,2,6,1,26.9
419,33,23,10,6,5,35019,50382,8,3,3,5,2,9,1,20.1
420,40,22,18,1,5,40982,75394,10,5,13,10,2,5,1,19.0
421,25,40,15,7,5,148479,76553,3,10,7,5,1,1,0,22.2
422,24,27,3,6,4,29925,55750,6,9,6,1,1,5,1,22.5
423,23,30,7,4,5,102914,112536,1,2,10,6,3,10,0,19.9
424,31,36,5,7,1,53587,75110,3,8,10,8,3,1,1,17.7
425,39,31,8,8,5,22906,39297,10,6,11,2,1,5,0,20.0
426,38,26,12,6,2,48630,125324,5,6,1,5,3,2,1,22.0
427,28,32,4,7,3,74659,80825,5,3,3,6,0,4,0,18.9
428,36,37,1,2,2,107159,75369,9,5,10,3,0,9,0,23.4
429,27,22,5,7,4,48365,12538,5,1,2,6,3,1,0,12.0
430,30,21,9,4,2,102116,38287,4,5,8,9,2,8,0,20.1
431,29,25,4,2,3,48005,13999,10,9,3,4,4,6,1,24.9
432,30,39,9,3,2,36675,52812,10,6,14,1,1,1,1,21.2
433,22,24,2,6,1,40575,67897,7,3,14,10,2,5,1,21.0
434,38,23,15,7,5,52549,24178,8,2,14,5,3,8,0,15.1
435,28,25,3,4,3,120780,36032,6,6,14,8,0,2,1,19.6
436,26,30,4,5,5,51395,78577,2,7,3,6,4,2,1,22.2
437,38,35,3,6,5,126381,43270,10,4,5,8,3,2,1,25.5
438,34,34,0,5,5,79906,34686,2,10,15,2,4,10,1,28.6
439,31,38,7,1,4,64182,52374,7,2,3,10,3,6,1,21.7
440,27,25,2,0,2,57116,71372,9,5,12,10,4,8,0,22.5
441,27,31,4,4,5,97835,68980,6,2,0,10,4,7,0,25.3
442,38,22,16,0,5,112173,26378,5,1,7,7,4,7,1,16.5
443,33,33,0,6,4,73369,98833,3,8,4,4,4,7,1,26.9
444,25,25,0,0,1,22117,30873,8,7,4,2,1,7,1,19.9
445,40,34,6,2,4,129181,84358,8,7,11,4,1,7,0,18.5
446,28,37,9,4,4,114198,16385,1,10,15,6,0,10,1,19.6
447,23,25,2,8,3,139880,79757,2,9,2,4,3,2,1,17.9
448,38,21,17,7,4,141006,87230,6,7,11,5,2,3,0,14.6
449,40,30,10,4,1,142036,87778,3,10,1,5,4,1,1,19.8
450,23,29,6,4,2,91655,48073,5,1,3,10,1,10,0,22.2
451,35,32,3,2,3,79917,75559,3,9,1,6,0,3,0,23.1
452,34,33,1,3,4,61852,39637,10,6,1,5,0,1,0,18.0
453,35,33,2,7,3,142850,109799,9,4,12,7,3,5,0,20.8
454,30,35,5,6,3,28752,24761,9,6,13,10,2,6,1,23.0
455,29,24,5,4,5,120538,72438,4,10,6,9,2,3,1,19.8
456,23,21,2,6,1,45238,101849,8,6,7,5,2,4,0,20.0
457,21,40,19,1,1,74839,90562,2,2,2,10,1,7,0,18.9
458,29,30,1,7,1,136867,48226,7,6,8,3,0,5,0,18.6
459,33,33,0,5,1,85695,118535,5,3,14,2,3,4,1,18.1
460,25,38,13,6,2,45852,69878,5,2,1,2,0,10,1,23.1
461,35,21,14,7,2,18227,16959,7,5,4,6,3,10,0,16.9
462,36,36,0,6,4,36376,82795,4,1,12,8,0,10,1,21.5
463,31,30,1,6,1,41767,59887,9,6,2,8,2,4,0,18.3
464,27,30,3,6,1,112178,75766,2,8,6,3,0,4,0,16.3
465,39,28,11,7,4,34513,115905,9,5,15,9,3,1,0,17.5
466,22,33,11,1,2,138159,100877,9,3,7,2,0,3,1,17.3
467,21,36,15,0,2,52219,13882,3,1,9,2,3,10,0,13.8
468,24,24,0,7,5,75821,20271,4,7,10,7,2,2,0,18.6
469,31,27,4,0,5,63468,55975,2,2,8,3,3,3,1,10.8
470,39,22,17,2,1,116600,113929,3,1,15,2,0,1,0,4.8
471,23,39,16,4,4,142783,102748,3,4,4,5,4,8,1,21.0
472,22,40,18,2,4,41074,94207,5,6,13,1,4,4,0,15.5
473,24,37,13,1,5,112870,125079,9,9,7,8,1,5,0,25.1
474,36,36,0,2,2,29302,19081,6,5,6,7,2,6,1,25.9
475,22,24,2,0,5,64107,32715,1,8,3,2,1,8,1,16.8
476,31,28,3,1,3,77711,24853,4,7,6,7,1,2,1,20.0
477,39,36,3,0,4,55995,40333,10,8,5,7,2,3,1,23.5
478,29,27,2,5,2,26413,102729,10,1,8,3,0,8,1,17.5
479,34,26,8,5,2,95374,91119,3,10,5,10,4,4,0,21.0
480,27,39,12,7,4,91182,13901,7,4,7,6,3,10,0,25.8
481,39,25,14,0,4,29593,17250,8,9,1,7,4,7,1,26.2
482,24,35,11,7,2,39781,85202,1,7,6,3,2,5,0,13.8
483,23,21,2,7,3,60415,104183,8,10,0,8,3,3,1,30.0
484,35,21,14,1,4,105269,81588,1,5,13,5,4,9,0,21.4
485,23,40,17,5,1,113417,128389,1,2,12,6,3,10,0,15.4
486,38,23,15,8,2,54282,55899,4,9,3,8,4,4,0,23.6
487,31,32,1,4,5,128868,48325,1,2,11,6,3,8,0,15.9
488,38,30,8,7,5,114507,116844,2,4,14,2,0,7,0,17.6
489,30,23,7,1,2,90336,26683,3,8,4,4,4,1,1,13.4
490,25,36,11,5,4,134355,108693,1,5,6,2,0,4,1,17.6
491,34,39,5,5,3,145440,89772,9,9,14,8,2,10,0,30.5
492,29,28,1,7,3,93535,112892,1,3,11,5,3,3,0,14.5
493,38,30,8,2,2,58235,33135,4,2,1,6,4,3,1,17.0
494,38,22,16,5,3,56782,60878,8,9,5,9,2,2,0,22.9
495,33,36,3,2,4,101943,32454,1,9,10,5,3,5,0,21.0
496,35,31,4,1,4,28506,30274,9,2,9,1,3,10,0,16.7
497,35,32,3,1,3,32426,91711,4,10,7,5,1,1,0,15.7
498,23,37,14,6,2,146572,53649,10,10,1,6,3,3,1,25.2
499,32,33,1,5,1,92619,57209,6,5,14,9,0,4,1,19.3
500,35,30,5,2,4,126578,30293,10,10,2,3,1,5,1,23.8
501,37,31,6,1,5,116506,23593,1,7,8,7,1,9,1,20.9
502,25,27,2,2,4,93881,84596,8,1,9,10,2,8,1,18.4
503,28,21,7,0,2,86859,51343,8,2,9,7,1,8,0,22.6
504,36,23,13,5,5,143956,86130,7,5,15,2,2,9,0,20.8
505,29,26,3,0,2,101802,72429,3,6,5,1,2,6,1,14.0
506,22,30,8,4,5,38139,79353,4,3,3,10,1,9,1,18.3
507,31,30,1,4,3,43122,82047,10,6,4,1,1,9,1,24.2
508,31,26,5,1,2,58515,77979,4,4,3,7,3,2,0,18.6
509,25,21,4,7,3,99677,102577,6,3,14,10,4,6,0,20.8
510,24,28,4,2,2,77395,52295,3,4,4,2,3,2,0,13.6
511,21,36,15,6,1,69472,26131,1,9,1,8,0,5,0,22.7
512,24,24,0,3,5,70435,36219,6,1,2,3,2,10,1,24.2
513,32,26,6,8,5,81392,78179,10,2,3,10,0,9,0,25.8
514,26,38,12,0,1,74102,78085,8,6,5,8,0,3,1,12.3
515,33,34,1,3,5,77651,65422,2,6,3,8,0,9,0,22.0
516,30,38,8,0,1,104013,76711,2,7,9,8,4,5,1,19.1
517,28,38,10,6,3,130187,36744,2,8,11,3,0,8,0,17.3
518,23,24,1,2,4,123021,103099,10,2,5,2,2,4,1,21.8
519,27,40,13,6,1,79045,121852,7,8,8,10,4,5,1,22.3
520,33,36,3,8,3,56633,112663,8,2,3,5,3,8,0,28.3
521,25,21,4,1,1,35885,77291,1,3,12,10,2,3,1,12.2
522,23,37,14,7,4,70935,50477,8,8,8,9,2,9,0,25.7
523,22,34,12,1,4,135995,53229,7,8,14,1,0,3,1,16.6
524,34,25,9,4,4,145783,112140,2,10,15,9,4,10,1,24.4
525,36,38,2,2,5,32611,63299,5,8,12,10,2,5,1,26.3
526,25,32,7,5,5,25051,112295,6,7,3,7,2,6,1,26.0
527,32,22,10,3,2,79504,96945,5,10,2,2,2,2,1,21.1
528,22,35,13,6,5,128407,46946,1,8,0,6,3,10,1,28.6
529,31,39,8,1,4,44229,102552,4,6,15,9,2,3,1,15.3
530,36,23,13,8,2,93328,46754,1,5,12,4,4,2,0,15.3
531,39,31,8,4,1,142588,67981,4,6,2,5,4,5,1,20.9
532,34,33,1,4,5,136811,100022,9,3,0,9,1,10,1,28.2
533,27,35,8,4,5,131698,86202,1,9,6,6,3,3,0,22.1
534,30,34,4,6,3,34889,95090,4,7,8,5,1,5,0,23.6
535,33,28,5,1,2,68309,15631,4,5,14,8,4,7,1,18.4
536,26,29,3,2,1,85737,115503,5,9,5,1,3,1,0,17.2
537,23,31,8,4,1,124694,129541,6,2,12,3,1,2,0,7.8
538,37,29,8,7,1,80410,90619,2,6,10,10,3,4,1,19.3
539,27,25,2,1,2,74127,47985,8,7,8,10,0,8,1,24.2
540,38,34,4,7,2,90806,127269,3,6,15,6,2,1,0,15.1
541,22,28,6,4,5,118844,52536,6,2,7,8,3,1,1,22.0
542,30,23,7,3,3,73151,124645,3,8,10,7,0,5,0,16.2
543,36,36,0,6,3,128720,126918,2,3,8,9,0,6,1,17.7
544,31,35,4,0,1,66166,94595,8,3,0,7,1,5,1,18.6
545,39,23,16,1,2,83432,79681,3,10,13,6,3,8,0,19.3
546,31,30,1,3,1,126657,60182,3,7,12,10,1,1,0,20.6
547,38,40,2,3,1,139221,37987,5,3,1,7,4,7,1,28.0
548,26,39,13,1,1,132074,113365,8,8,3,4,1,4,1,26.0
549,30,36,6,6,2,131064,124241,4,10,6,5,1,7,0,23.6
550,30,29,1,3,5,136220,44547,6,10,14,2,0,8,0,23.8
551,31,33,2,3,4,128963,108482,10,5,2,2,4,1,0,20.7
552,32,40,8,0,1,84494,78131,10,7,9,7,2,3,0,22.0
553,39,26,13,4,2,147195,56456,8,3,2,6,4,7,0,22.4
554,25,36,11,4,3,130744,49083,5,10,8,9,2,7,0,26.6
555,31,36,5,2,5,133340,18975,4,3,1,4,1,1,1,16.3
556,34,24,10,7,1,133741,58729,9,8,14,8,0,3,0,24.0
557,32,23,9,3,3,65357,121439,3,9,8,10,4,4,0,18.0
558,34,23,11,3,4,42721,128309,6,1,9,2,3,6,0,15.1
559,31,25,6,0,1,138647,120881,8,8,8,10,0,6,0,19.4
560,31,39,8,2,2,30761,117061,5,6,1,2,4,10,1,19.7
561,23,33,10,4,2,80935,113040,7,2,0,4,1,7,1,19.8
562,25,24,1,4,4,131340,108454,5,10,4,6,0,6,0,29.1
563,36,35,1,6,4,88380,85801,10,7,2,7,2,10,0,29.6
564,22,37,15,5,4,76780,96883,3,8,2,5,3,7,0,23.4
565,36,30,6,2,2,96750,122302,4,9,13,5,4,1,0,19.7
566,37,34,3,6,1,139806,98619,10,5,11,5,4,2,0,19.8
567,24,35,11,2,2,121011,17932,2,7,9,6,4,8,1,18.7
568,26,27,1,2,1,85978,126244,2,7,0,1,3,2,0,15.9
569,26,36,10,7,4,145591,51688,10,10,11,7,2,2,0,24.7
570,21,27,6,0,2,144121,97016,3,4,13,9,1,2,1,14.7
571,35,25,10,7,4,23719,27264,3,3,14,8,3,1,1,11.7
572,39,33,6,0,3,20064,25456,7,7,15,10,4,9,1,22.5
573,22,36,14,6,4,145900,42396,1,9,0,7,4,6,0,22.9
574,36,24,12,7,5,108902,70762,7,1,5,5,1,8,1,25.1
575,35,28,7,8,2,106906,90918,8,3,9,7,3,6,1,24.3
576,40,27,13,4,1,144586,28920,3,4,5,10,3,2,1,12.5
577,36,30,6,3,2,30333,14376,6,5,11,3,1,9,0,19.7
578,24,40,16,3,1,76745,75748,5,6,11,1,4,5,0,13.3
579,37,40,3,1,1,132773,116724,8,2,3,10,4,2,0,19.3
580,24,27,3,5,2,94578,104820,8,9,15,2,1,6,1,21.6
581,25,24,1,3,4,126986,112823,1,4,15,6,2,9,0,20.5
582,34,32,2,3,2,128551,115181,4,3,13,7,3,8,1,22.0
583,21,35,14,2,1,36240,23112,6,6,12,3,3,1,1,12.3
584,25,39,14,0,5,95522,66959,7,9,9,6,2,1,1,14.6
585,37,40,3,2,4,134965,96394,4,9,14,6,3,4,1,24.3
586,33,25,8,8,5,92429,40014,2,9,9,9,2,3,0,22.4
587,21,38,17,4,2,97676,107225,7,9,3,1,2,5,1,24.1
588,24,35,11,4,5,19366,71394,6,4,7,6,2,5,0,21.4
589,33,37,4,3,1,103943,79692,10,4,11,8,0,3,1,20.5
590,22,34,12,2,4,74304,70479,2,6,12,10,4,9,1,20.1
591,29,39,10,7,4,133364,102310,8,7,5,3,4,3,1,23.1
592,37,37,0,1,2,137388,74043,1,3,11,2,4,7,0,15.6
593,24,32,8,4,1,58187,27432,6,5,11,5,2,8,0,19.4
594,39,34,5,0,3,92313,40256,3,8,0,2,4,6,0,20.6
595,22,34,12,7,5,99186,86155,8,6,12,8,4,3,0,18.1
596,35,35,0,2,3,41413,116832,10,10,13,7,1,7,1,27.1
597,38,22,16,7,3,41207,125502,3,1,9,9,0,9,0,19.1
598,39,22,17,8,2,142737,77881,1,2,5,1,2,4,0,16.2
599,39,35,4,1,5,101999,64664,10,1,15,1,2,7,0,13.9
600,31,33,2,4,1,48053,25019,9,3,9,3,1,5,0,20.6
601,25,30,5,6,2,33443,92540,6,3,0,1,2,7,0,19.6
602,31,29,2,6,1,31599,38549,4,10,7,8,4,9,1,29.6
603,24,29,5,0,3,139850,84498,7,2,15,1,3,4,0,12.5
604,24,28,4,8,2,97852,86481,7,8,2,9,1,3,1,31.5
605,38,26,12,3,5,129084,84764,8,1,0,8,4,5,0,27.6
606,36,29,7,4,4,110122,122420,4,10,9,1,1,9,0,23.6
607,30,23,7,6,1,54608,107036,9,5,13,4,4,9,1,27.8
608,29,35,6,4,2,102315,56778,4,8,10,1,1,1,1,11.7
609,21,21,0,2,4,146182,111937,7,9,2,2,4,1,1,21.4
610,33,40,7,5,4,64448,121988,1,2,14,6,1,8,0,14.8
611,28,21,7,4,3,68203,23792,10,5,7,4,3,6,0,20.3
612,40,27,13,0,2,121831,26541,5,10,15,3,4,4,0,22.1
613,23,39,16,2,1,51405,46029,10,4,8,4,0,9,1,17.7
614,21,34,13,0,3,131389,122669,7,5,3,9,3,8,1,18.9
615,37,22,15,3,1,90858,67058,9,8,10,1,3,4,1,21.5
616,21,28,7,6,1,83531,37805,3,6,9,2,0,1,1,14.7
617,34,21,13,5,3,82789,26134,8,4,10,1,2,9,0,23.3
618,40,35,5,1,4,50722,23211,1,1,12,6,0,3,0,9.2
619,35,22,13,4,5,131204,20623,2,1,1,5,3,7,0,15.7
620,40,40,0,0,4,118642,72844,7,10,3,6,0,8,1,27.1
621,39,27,12,1,1,21221,90010,2,10,6,10,1,9,1,21.5
622,40,35,5,2,2,54090,116467,1,1,4,5,4,7,1,20.6
623,30,39,9,8,2,56642,73541,5,10,10,5,2,1,0,22.3
624,38,22,16,6,3,69224,38263,4,2,10,4,3,8,1,18.1
625,39,39,0,5,5,96546,66879,6,3,3,8,0,8,0,28.7
626,28,35,7,3,2,144024,108283,6,7,6,7,1,1,1,17.6
627,21,23,2,5,1,48196,30664,5,8,6,10,2,1,0,20.1
628,28,29,1,2,3,82478,35401,4,1,5,5,0,1,0,14.7
629,33,24,9,5,2,97972,71795,4,6,11,3,4,10,1,22.7
630,25,25,0,3,2,117141,103010,6,6,13,4,0,10,0,21.3
631,38,30,8,2,3,82794,18980,5,3,15,4,0,8,0,17.1
632,37,32,5,7,5,139704,35461,6,6,15,8,3,5,1,24.9
633,39,22,17,3,2,71215,71255,4,7,6,5,3,7,0,21.5
634,38,23,15,2,1,95345,70262,9,6,7,10,0,8,1,22.1
635,34,35,1,7,4,125204,60170,8,6,8,7,0,3,1,23.9
636,32,23,9,4,5,38488,115005,5,4,3,2,0,6,0,22.0
637,38,27,11,5,2,104308,44771,5,5,6,10,1,9,1,26.0
638,32,33,1,6,5,21117,73866,9,3,12,4,1,4,1,20.1
639,28,37,9,8,4,138953,56650,2,6,6,7,3,4,1,18.1
640,32,25,7,2,3,20537,77509,6,6,7,7,3,7,1,23.0
641,31,39,8,0,5,26443,30236,3,6,12,7,1,7,0,15.9
642,24,31,7,7,3,42442,34468,2,9,5,1,4,8,0,21.7
643,26,27,1,1,4,92401,38986,4,5,2,8,0,6,0,23.2
644,34,33,1,2,1,51852,82313,7,8,2,7,1,3,0,26.9
645,30,34,4,7,2,99346,89003,4,9,14,5,1,1,0,13.3
646,40,28,12,8,3,146701,72319,8,10,1,2,2,8,1,30.3
647,30,33,3,2,4,83309,35537,10,7,14,7,1,10,0,20.8
648,28,26,2,4,5,94517,99380,2,4,15,7,4,2,1,19.6
649,23,24,1,8,3,125504,71105,3,5,6,9,0,8,0,27.0
650,35,33,2,5,4,68961,63992,1,1,8,2,1,6,1,17.6
651,36,35,1,1,1,81515,105530,8,3,15,5,1,3,0,14.6
652,24,38,14,6,2,38338,100000,1,5,4,8,2,3,0,15.3
653,22,38,16,3,4,30518,121641,9,2,12,5,3,1,0,15.7
654,27,28,1,5,2,70425,23978,1,7,0,1,2,4,0,19.1
655,28,24,4,2,2,29537,66484,9,2,10,6,4,4,0,19.6
656,34,24,10,3,2,45757,58737,6,3,0,7,2,1,1,15.8
657,27,35,8,3,1,90995,97189,10,6,1,2,1,7,1,24.4
658,24,38,14,2,3,42836,90625,6,7,4,6,1,6,1,18.1
659,23,31,8,0,5,135679,62118,9,4,0,4,0,10,0,22.8
660,28,40,12,1,1,54059,61089,8,5,6,3,3,4,0,21.2
661,28,40,12,7,3,53197,48454,6,1,13,5,0,4,1,13.6
662,22,28,6,3,5,118004,80350,6,3,14,1,0,8,0,18.1
663,27,22,5,2,2,50915,24027,3,10,6,4,4,2,1,17.8
664,27,28,1,6,2,83265,51728,5,10,14,4,2,8,0,21.3
665,32,33,1,6,2,141394,69852,7,9,13,3,3,1,1,19.7
666,30,40,10,8,2,64058,45723,7,8,9,8,2,7,1,25.9
667,23,31,8,2,4,69305,32280,4,1,0,9,2,8,1,26.0
668,32,33,1,7,3,36673,65580,1,2,12,10,1,4,1,14.2
669,29,32,3,8,4,114516,103285,1,7,13,4,1,8,0,23.1
670,21,25,4,4,5,137398,101268,3,5,7,10,4,3,0,18.9
671,24,23,1,6,4,39062,79965,4,7,5,7,2,5,1,19.5
672,23,24,1,5,2,88522,110137,4,7,9,1,1,8,0,18.6
673,24,23,1,6,5,127272,97789,5,7,5,3,2,3,0,21.6
674,24,35,11,3,2,70675,19730,3,4,8,7,3,10,0,21.2
675,26,23,3,4,1,117019,28342,5,2,10,1,4,4,1,10.8
676,21,22,1,4,1,28973,24693,4,9,0,7,4,9,1,27.2
677,36,36,0,5,5,130578,56112,6,6,10,4,2,7,1,19.3
678,31,24,7,0,4,123331,107056,3,1,3,9,2,4,1,12.5
679,35,40,5,7,5,126298,98537,4,1,10,1,2,1,1,13.9
680,36,33,3,1,3,130175,74406,2,7,9,10,1,3,0,17.1
681,25,36,11,1,3,140369,34027,8,2,15,9,1,4,0,18.1
682,23,24,1,6,1,60004,54795,7,5,7,5,3,2,0,23.9
683,38,36,2,1,3,76669,87493,10,2,10,7,3,9,1,25.2
684,24,30,6,1,1,41367,56595,10,4,3,10,2,3,1,19.1
685,33,39,6,0,3,34222,89340,9,4,12,7,2,6,0,16.6
686,28,24,4,6,1,138744,53409,3,5,7,8,3,3,1,18.6
687,25,22,3,5,3,149695,102256,2,5,15,4,3,5,1,21.2
688,25,27,2,3,1,64929,124299,8,7,9,3,0,9,1,25.1
689,31,34,3,7,3,120593,63257,2,9,9,5,1,9,1,26.9
690,39,22,17,4,4,60911,87649,3,8,15,5,1,4,0,16.2
691,27,21,6,5,5,44725,100908,3,7,13,3,0,2,1,16.6
692,22,24,2,8,3,131723,31473,7,4,1,2,1,7,1,23.5
693,30,40,10,2,4,41491,113938,8,7,8,8,2,1,0,20.4
694,37,28,9,0,5,143697,47877,2,10,5,7,3,7,1,24.6
695,39,25,14,1,3,34645,105555,9,3,12,1,3,9,1,23.2
696,38,24,14,3,1,65360,124984,10,3,0,9,3,6,0,24.9
697,22,25,3,3,2,41021,85727,5,1,2,2,4,5,1,19.0
698,21,28,7,4,1,94912,98397,9,8,4,10,3,6,1,26.3
699,40,38,2,8,2,43954,98850,1,4,1,4,1,5,0,23.6
700,27,39,12,5,3,51683,107565,10,7,2,9,2,5,1,25.4
701,26,33,7,7,1,84631,100673,7,3,6,2,2,4,1,15.3
702,37,40,3,2,4,58236,53465,7,7,0,10,1,2,1,22.8
703,24,38,14,1,5,124635,20645,6,2,11,6,2,3,0,13.5
704,28,33,5,1,1,64066,81006,5,10,15,2,4,6,1,21.0
705,38,29,9,1,1,62760,53680,7,3,11,9,4,10,1,21.0
706,21,37,16,2,2,55400,61650,10,5,1,6,1,10,1,24.8
707,35,26,9,7,3,140857,77828,5,5,13,9,1,5,0,22.0
708,31,23,8,1,1,80924,24272,3,10,1,2,2,9,1,22.0
709,21,34,13,8,2,143738,77248,9,9,3,7,0,10,0,32.3
710,34,38,4,5,2,29103,91609,8,3,7,3,0,6,0,17.7
711,37,32,5,0,4,147894,61688,3,6,3,6,1,9,0,22.3
712,29,27,2,0,5,121185,40503,5,9,1,8,4,8,0,30.2
713,32,21,11,7,3,96210,58385,2,1,11,3,3,6,0,16.3
714,23,37,14,8,2,125667,28232,8,1,4,5,1,8,1,22.9
715,32,30,2,5,4,65757,82310,5,2,14,8,1,3,1,16.7
716,27,24,3,3,3,28552,29521,7,7,10,1,1,4,1,17.2
717,29,24,5,6,4,147910,116834,3,6,12,9,3,3,0,23.4
718,25,25,0,5,5,21577,112582,4,1,10,7,4,1,1,14.5
719,36,30,6,4,4,39656,111732,7,4,4,9,1,4,1,22.6
720,28,34,6,3,4,45017,103900,9,10,5,4,4,3,0,19.2
721,24,25,1,6,1,89791,37189,3,7,0,10,1,2,0,18.6
722,28,28,0,5,4,143618,20041,9,7,1,5,0,5,1,28.1
723,29,32,3,6,2,101844,129323,1,3,1,1,0,6,0,17.2
724,40,24,16,6,2,84129,76393,6,6,9,2,0,1,0,15.8
725,31,32,1,5,5,115410,43228,5,4,12,2,0,3,0,22.5
726,27,27,0,7,1,37629,83641,10,6,9,8,1,9,0,28.5
727,22,25,3,3,4,84198,128862,9,6,11,8,0,7,0,20.2
728,37,21,16,2,5,89866,103318,3,5,1,10,0,4,1,19.1
729,36,38,2,8,1,61389,69376,9,7,12,7,4,5,0,25.6
730,27,39,12,0,5,137391,78036,9,5,9,4,2,5,0,20.7
731,26,28,2,0,5,80447,50252,1,3,8,3,2,1,0,13.0
732,24,21,3,5,5,114760,54540,2,9,8,3,3,10,1,24.9
733,31,22,9,0,3,75482,107745,5,3,8,1,4,10,0,17.9
734,29,40,11,8,2,133916,40919,6,5,6,10,3,3,1,18.4
735,28,34,6,5,2,143568,24280,8,3,14,3,1,4,1,18.2
736,30,21,9,4,2,64591,119151,7,10,6,2,1,2,1,19.1
737,28,35,7,6,1,53990,107258,1,10,3,7,3,1,0,21.6
738,22,25,3,3,1,88164,30695,10,1,0,2,4,6,0,16.8
739,27,25,2,7,5,134477,118884,3,5,10,8,1,4,0,18.0
740,38,24,14,0,1,44952,83387,5,2,13,3,0,4,0,9.3
741,28,34,6,6,2,110618,97899,5,4,12,2,3,3,0,16.9
742,30,32,2,1,5,105483,27512,6,2,1,10,1,3,1,26.5
743,37,31,6,2,4,57379,129062,5,10,9,6,0,5,1,19.5
744,23,21,2,2,2,101953,31369,7,8,15,2,0,10,1,16.8
745,29,25,4,1,3,51432,35838,7,6,10,8,3,8,1,19.9
746,25,28,3,6,4,148312,82614,9,8,7,7,0,10,1,27.3
747,37,39,2,3,1,79654,59409,1,4,0,6,4,8,0,23.2
748,32,32,0,2,3,138688,30892,9,7,7,4,1,1,0,19.5
749,24,25,1,6,1,129334,60717,1,2,2,8,4,3,0,18.4
750,28,23,5,0,5,127181,31623,3,8,4,9,2,8,1,25.2
751,31,35,4,0,3,47167,32432,1,1,5,9,1,1,1,14.1
752,35,38,3,4,5,149562,52112,4,7,5,5,0,9,1,22.5
753,25,27,2,6,5,32679,40692,7,3,2,8,3,6,1,24.7
754,32,34,2,3,3,46416,25683,2,6,10,1,1,5,0,14.3
755,38,24,14,1,2,20877,111158,5,4,6,1,1,5,0,17.3
756,39,36,3,0,1,100465,24217,5,1,11,5,3,9,0,17.7
757,31,33,2,5,2,43527,55426,7,9,3,9,1,1,1,18.3
758,22,30,8,2,2,139400,22322,2,4,6,3,1,9,1,18.7
759,35,25,10,5,3,112454,93719,7,1,12,4,1,10,0,22.5
760,36,24,12,0,2,99144,83714,2,8,3,8,2,3,1,17.3
761,26,23,3,4,5,113244,58316,2,2,5,8,2,8,1,21.1
762,25,24,1,7,1,113282,124591,5,7,13,10,1,8,1,21.8
763,37,40,3,5,3,39886,101417,7,9,14,5,0,10,0,25.8
764,38,21,17,2,1,94194,61259,3,10,12,2,1,7,1,15.3
765,23,32,9,7,4,139858,26302,2,3,3,7,3,4,1,17.9
766,40,36,4,3,4,47969,48487,8,1,4,8,1,4,1,22.4
767,39,22,17,6,1,112763,115489,7,8,6,1,1,1,1,16.5
